Level,Name
78,Butcher's Stall
15,Wax Vegetables
17,Sandwich Basket
20,Starlight Dodo
25,Riviera Supper
27,Bowl of Oden
30,Chilled Red
32,Pot of Cream Stew
35,Glade Tea Set
40,Gourmet Lunch
43,Redoubtable Rolanberry Tart
45,Alpine Breakfast
45,Starlight Cake
50,Assorted Fruit
50★,Oasis Breakfast
50★,Green Tea Set
50★★,Gourmet Supper
50★★,Afternoon Tea Set
50★★★,Valentione's Cake
52,Cake Tray
52,Royal Dowager Tea Set
55,House Borel Tea Set
56,Riviera Lunch
56,Oriental Tea Set
56,High House Supper Set
56,Riviera Breakfast
57,Alpine Tea Set
60,Alpine Supper Set
64,Oriental Udon Lunch
65,Oriental Sushi Lunch
65,Oriental Rice Ball Lunch
66,Oriental Soba Lunch
69,Bread Basket
78,Oriental Chawanmushi Lunch
63,Doman Rice Balls
65,Doman Udon Broth
68,Nigiri-zushi
70,Doman Sukiyaki
70,Edible Antidote
73,Nutrient-Rich Porridge
75,Fortifying Soup
75,Offering of Sweets
78,Berube Feed
80,Zun-Style Amaro Feed
20,Skybuilders' Hemp Milk
40,Skybuilders' Uncooked Pasta
60,Skybuilders' Tea
70,Skybuilders' All-purpose Infusion
80,Skybuilders' Stew
